subject_id,trial_id,task,task_label,obj_dwell_prop,scene_dwell_prop,obj_fix_count,scene_fix_count,obj_dwell_early_ms,obj_dwell_middle_ms,obj_dwell_late_ms,scene_dwell_early_ms,scene_dwell_middle_ms,scene_dwell_late_ms,mean_fix_duration_ms,first_fix_latency_obj_ms,obj_scene_transitions,transition_entropy,obj_revisits,scene_revisits,scanpath_length_deg,fixation_dispersion,saccade_amplitude_mean_deg
1,57,RELATIONAL,0,0.43344051446945336,0.5665594855305466,7,5,825.0,255.0,268.0,0.0,1080.0,682.0,259.1666666666667,39.0,3.0,0.9182958340544896,1,1,41.01395074642668,2015.0028281050677,3.894856725253605
1,59,RELATIONAL,0,0.5902756271291422,0.40972437287085783,6,6,570.0,485.0,791.0,639.0,684.0,0.0,269.0833333333333,42.0,2.0,1.0,1,0,88.35056973009172,2863.043672754559,10.095552586452817
1,61,RELATIONAL,0,0.5990282937982281,0.4009717062017719,4,6,832.0,688.0,576.0,484.0,560.0,359.0,349.9,331.0,5.0,0.9709505944546686,2,2,72.85196714074192,3607.216206559601,9.375074123894734
1,68,RELATIONAL,0,0.9025085518814139,0.0974914481185861,6,2,1600.0,1275.0,291.0,0.0,0.0,290.0,438.5,38.0,1.0,0.0,0,0,39.57495114566469,1491.56027059463,5.88442314217448
1,69,RELATIONAL,0,0.38683498647430115,0.6131650135256989,4,7,1005.0,282.0,0.0,272.0,820.0,948.0,302.45454545454544,40.0,3.0,0.9182958340544896,1,1,66.87901699096099,1672.3522133379147,7.556292261508345
1,70,RELATIONAL,0,0.8752161383285303,0.12478386167146974,8,2,1187.0,1086.0,764.0,79.0,0.0,354.0,347.0,59.0,4.0,1.0,2,1,49.708234883174086,1203.6954935738524,5.892593347342411
1,71,RELATIONAL,0,0.6182586094866797,0.38174139051332034,7,4,1036.0,867.0,0.0,144.0,0.0,1031.0,279.8181818181818,242.0,2.0,1.0,0,1,68.88216222018829,2466.3634578300525,7.846037992510081
1,74,RELATIONAL,0,0.5990205081114172,0.4009794918885828,5,6,1135.0,580.0,242.0,76.0,572.0,662.0,297.0,31.0,6.0,1.0,3,2,54.247226847397876,1206.0190368315089,5.864780909410338
1,75,RELATIONAL,0,0.5606811145510836,0.4393188854489164,5,5,556.0,448.0,807.0,620.0,799.0,0.0,323.0,228.0,5.0,0.9709505944546686,2,2,65.45929604960125,2699.7981526611916,8.169490661490228
1,79,RELATIONAL,0,0.4528588807785888,0.5471411192214112,2,9,1253.0,0.0,236.0,154.0,952.0,693.0,298.90909090909093,237.0,4.0,1.0,1,2,98.03569915163811,4585.290190614149,13.132748011154161
1,80,RELATIONAL,0,0.5821358129050437,0.4178641870949563,4,8,697.0,984.0,385.0,549.0,678.0,256.0,295.75,222.0,5.0,0.9709505944546686,2,2,64.74170657161748,2248.624794772592,6.596365306928932
1,91,RELATIONAL,0,0.2568002339865458,0.7431997660134543,3,8,641.0,0.0,237.0,1090.0,968.0,453.0,310.8181818181818,46.0,3.0,0.9182958340544896,1,1,72.78409397937467,3810.4570630198673,8.430719085122908
1,106,RELATIONAL,0,1.0,0.0,5,0,1174.0,2078.0,175.0,0.0,0.0,0.0,685.4,39.0,0.0,,0,0,6.385879780974189,239.10749790743816,1.5980210322486834
1,107,RELATIONAL,0,0.3463230672532998,0.6536769327467001,5,9,599.0,342.0,161.0,374.0,762.0,944.0,227.28571428571428,43.0,4.0,1.0,2,1,85.898224766142,1280.324203402124,8.1912687717645
1,109,RELATIONAL,0,0.8465564738292011,0.1534435261707989,6,3,1717.0,1097.0,259.0,0.0,0.0,518.0,403.3333333333333,33.0,1.0,0.0,0,0,13.95247700241247,392.0309795014787,1.7525929918781762
1,110,RELATIONAL,0,0.8138163437236732,0.18618365627632688,7,2,1173.0,899.0,826.0,143.0,520.0,0.0,395.6666666666667,236.0,3.0,0.9182958340544896,1,1,25.637003427629555,986.7163742053741,3.2583065745779747
1,114,RELATIONAL,0,0.3885980221058755,0.6114019778941245,5,8,585.0,182.0,521.0,681.0,735.0,686.0,264.46153846153845,319.0,7.0,0.9852281360342515,3,3,70.09524896224009,1789.8753161060695,6.6907119195905125
1,122,RELATIONAL,0,0.6145080600333519,0.38549193996664816,6,5,805.0,345.0,1061.0,595.0,792.0,0.0,327.09090909090907,255.0,5.0,0.9709505944546686,2,2,61.504305011709164,1183.4274517604563,6.81003572098268
1,123,RELATIONAL,0,0.3380132450331126,0.6619867549668874,4,6,1276.0,0.0,0.0,113.0,1778.0,608.0,377.5,195.0,2.0,1.0,0,1,32.29002312793403,1367.90054595758,3.6845851180913303
1,128,RELATIONAL,0,0.6387811634349031,0.36121883656509696,7,5,1370.0,936.0,0.0,0.0,284.0,1020.0,300.8333333333333,32.0,1.0,0.0,0,0,54.7801605543912,2425.9543046809486,5.393600252134599
1,131,RELATIONAL,0,0.5240011497556769,0.4759988502443231,4,6,824.0,0.0,999.0,465.0,1191.0,0.0,347.9,36.0,2.0,1.0,1,0,74.09629112000906,4027.4923069366832,9.588889361326334
1,134,RELATIONAL,0,0.7302013422818792,0.2697986577181208,8,3,1329.0,636.0,755.0,158.0,351.0,496.0,338.6363636363636,224.0,5.0,0.9709505944546686,2,2,26.46652389818559,373.7818797254772,2.694243494974942
1,135,RELATIONAL,0,0.6059829059829059,0.394017094017094,7,6,1368.0,272.0,487.0,0.0,656.0,727.0,270.0,47.0,3.0,0.9182958340544896,1,1,57.862232952417266,942.7541795055625,5.274535266556409
